"x","y","Elev_m"
164,187,396
165,187,425
166,187,376
167,187,385
168,187,443
169,187,437
170,187,445
171,187,519
172,187,588
173,187,644
174,187,653
175,187,706
176,187,741
177,187,714
178,187,647
179,187,631
180,187,681
181,187,600
182,187,625
183,187,705
184,187,594
185,187,485
186,187,540
187,187,630
188,187,573
189,187,524
190,187,555
191,187,584
192,187,567
193,187,496
194,187,455
195,187,500
196,187,581
197,187,557
198,187,509
199,187,474
200,187,528
201,187,576
202,187,591
203,187,519
204,187,541
205,187,564
206,187,590
207,187,589
208,187,591
209,187,602
210,187,546
211,187,622
212,187,747
213,187,759
214,187,781
215,187,781
216,187,816
217,187,875
218,187,774
219,187,722
220,187,653
221,187,579
222,187,636
223,187,706
224,187,669
225,187,558
226,187,479
227,187,438
228,187,460
229,187,499
230,187,511
231,187,507
232,187,504
233,187,559
234,187,534
235,187,522
236,187,486
237,187,451
238,187,414
239,187,419
240,187,388
241,187,349
242,187,371
243,187,405
244,187,436
245,187,461
246,187,486
247,187,474
248,187,414
249,187,412
250,187,419
251,187,406
252,187,398
253,187,348
254,187,349
255,187,379
256,187,415
257,187,425
258,187,427
259,187,461
260,187,541
261,187,613
262,187,661
263,187,618
264,187,539
265,187,426
266,187,403
267,187,395
268,187,389
269,187,384
270,187,384
271,187,400
272,187,471
273,187,472
274,187,475
275,187,497
276,187,554
277,187,571
278,187,522
279,187,510
280,187,505
281,187,493
282,187,459
283,187,456
284,187,450
285,187,450
286,187,447
287,187,440
288,187,430
289,187,425
290,187,424
291,187,428
292,187,465
293,187,474
294,187,465
295,187,458
296,187,440
297,187,440
298,187,463
299,187,477
300,187,498
301,187,497
302,187,497
303,187,505
304,187,514
305,187,513
306,187,534
307,187,518
308,187,526
309,187,560
310,187,577
311,187,598
312,187,635
313,187,645
314,187,634
315,187,693
316,187,715
317,187,650
318,187,602
319,187,655
320,187,710
321,187,718
322,187,638
323,187,568
324,187,586
325,187,663
326,187,689
327,187,717
328,187,782
329,187,715
330,187,723
331,187,799
332,187,755
333,187,747
334,187,716
335,187,686
336,187,670
337,187,693
338,187,623
339,187,670
340,187,665
341,187,680
342,187,750
343,187,727
344,187,711
345,187,683
346,187,670
347,187,678
348,187,657
349,187,633
350,187,607
351,187,562
352,187,633
353,187,657
354,187,660
355,187,656
356,187,650
357,187,644
358,187,640
359,187,642
360,187,637
361,187,626
362,187,610
363,187,616
364,187,614
365,187,593
366,187,633
367,187,645
368,187,636
369,187,632
370,187,637
371,187,646
372,187,654
373,187,669
374,187,682
375,187,718
376,187,737
377,187,767
378,187,754
379,187,664
380,187,647
381,187,641
382,187,595
383,187,623
384,187,671
385,187,679
386,187,684
387,187,740
388,187,780
389,187,853
390,187,858
391,187,866
392,187,854
393,187,831
394,187,848
395,187,904
396,187,811
397,187,741
398,187,831
399,187,874
400,187,903
401,187,955
402,187,1010
403,187,1057
404,187,1053
405,187,1017
406,187,948
407,187,906
408,187,864
409,187,808
410,187,745
411,187,702
412,187,672
413,187,614
414,187,522
415,187,450
416,187,404
417,187,400
418,187,401
419,187,403
420,187,402
421,187,401
422,187,402
423,187,403
424,187,402
425,187,404
426,187,408
427,187,411
428,187,412
429,187,414
430,187,415
431,187,420
432,187,434
433,187,600
434,187,733
435,187,905
436,187,1021
437,187,1133
438,187,1150
439,187,1133
440,187,1037
441,187,927
442,187,835
443,187,770
444,187,705
445,187,657
446,187,637
447,187,578
448,187,606
449,187,613
450,187,601
451,187,683
452,187,763
453,187,841
454,187,827
455,187,864
456,187,889
457,187,924
458,187,982
459,187,1051
460,187,1035
461,187,987
462,187,960
463,187,980
464,187,923
465,187,830
466,187,853
467,187,911
468,187,1011
469,187,1075
470,187,1134
471,187,1221
472,187,1260
473,187,1213
474,187,1281
475,187,1353
476,187,1402
477,187,1435
478,187,1451
479,187,1427
480,187,1380
481,187,1306
482,187,1310
483,187,1351
484,187,1323
485,187,1316
486,187,1291
487,187,1266
488,187,1255
489,187,1093
490,187,864
491,187,897
492,187,882
493,187,816
494,187,792
495,187,796
496,187,801
497,187,962
498,187,1261
1,188,270
2,188,260
3,188,255
4,188,260
5,188,236
6,188,235
7,188,235
8,188,257
9,188,270
10,188,244
11,188,243
12,188,240
13,188,240
14,188,254
15,188,254
16,188,262
17,188,311
18,188,369
19,188,361
20,188,293
21,188,301
22,188,349
23,188,307
24,188,317
25,188,326
26,188,350
27,188,420
28,188,432
29,188,450
30,188,439
31,188,430
32,188,450
33,188,442
34,188,410
35,188,395
36,188,395
37,188,401
38,188,420
39,188,426
40,188,412
41,188,372
42,188,307
43,188,326
44,188,329
45,188,335
46,188,330
47,188,285
48,188,285
49,188,310
50,188,334
51,188,337
52,188,343
53,188,355
54,188,318
55,188,295
56,188,295
57,188,297
58,188,321
59,188,376
60,188,360
61,188,338
62,188,383
63,188,406
64,188,412
65,188,402
66,188,433
67,188,462
68,188,502
69,188,509
70,188,483
71,188,425
72,188,499
73,188,490
74,188,414
75,188,345
76,188,340
77,188,470
78,188,469
79,188,438
80,188,407
81,188,438
82,188,466
83,188,490
84,188,452
85,188,485
86,188,471
87,188,407
88,188,448
89,188,521
90,188,580
91,188,572
92,188,575
93,188,580
94,188,595
95,188,599
96,188,581
97,188,580
98,188,586
99,188,578
100,188,558
101,188,563
102,188,601
103,188,604
104,188,597
105,188,575
106,188,539
107,188,539
108,188,525
109,188,464
110,188,498
111,188,420
112,188,460
113,188,494
114,188,489
115,188,487
116,188,481
117,188,465
118,188,457
119,188,459
120,188,466
121,188,472
122,188,479
123,188,489
124,188,501
125,188,520
126,188,538
127,188,562
128,188,646
129,188,651
130,188,688
131,188,664
132,188,675
133,188,643
134,188,635
135,188,632
136,188,686
137,188,608
138,188,650
139,188,664
140,188,594
141,188,560
142,188,592
143,188,572
144,188,591
145,188,593
146,188,597
147,188,587
148,188,538
149,188,514
150,188,547
151,188,480
152,188,532
153,188,510
154,188,505
155,188,492
156,188,481
157,188,463
158,188,486
159,188,457
160,188,444
161,188,433
162,188,412
163,188,354
164,188,378
165,188,397
166,188,407
167,188,417
168,188,430
169,188,422
170,188,450
171,188,521
172,188,617
173,188,681
174,188,679
175,188,609
176,188,617
177,188,577
178,188,555
179,188,566
180,188,613
181,188,588
182,188,646
183,188,637
184,188,593
185,188,495
186,188,443
187,188,470
188,188,488
189,188,454
190,188,496
191,188,544
192,188,514
193,188,542
194,188,436
195,188,493
196,188,581
197,188,573
198,188,528
199,188,464
200,188,565
201,188,598
202,188,605
203,188,520
204,188,566
205,188,560
206,188,545
207,188,567
208,188,596
209,188,597
210,188,555
211,188,590
212,188,640
213,188,673
214,188,654
215,188,715
216,188,803
217,188,794
218,188,714
219,188,797
220,188,760
221,188,719
222,188,725
223,188,721
224,188,721
225,188,601
226,188,560
227,188,629
228,188,552
229,188,666
230,188,737
231,188,703
232,188,668
233,188,554
234,188,589
235,188,662
236,188,643
237,188,566
238,188,510
239,188,448
240,188,386
241,188,349
242,188,394
243,188,520
244,188,562
245,188,500
246,188,445
247,188,407
248,188,405
249,188,406
250,188,408
251,188,396
252,188,374
253,188,384
254,188,388
255,188,413
256,188,424
257,188,432
258,188,454
259,188,522
260,188,614
261,188,666
262,188,573
263,188,478
264,188,426
265,188,395
266,188,393
267,188,392
268,188,390
269,188,411
270,188,455
271,188,479
272,188,533
273,188,531
274,188,540
275,188,522
276,188,498
277,188,475
278,188,469
279,188,472
280,188,457
281,188,449
282,188,442
283,188,440
284,188,441
285,188,441
286,188,439
287,188,444
288,188,438
289,188,434
290,188,427
291,188,448
292,188,462
293,188,473
294,188,472
295,188,465
296,188,452
297,188,447
298,188,453
299,188,466
300,188,484
301,188,480
302,188,506
303,188,521
304,188,516
305,188,514
306,188,525
307,188,525
308,188,566
309,188,605
310,188,621
311,188,620
312,188,631
313,188,594
314,188,618
315,188,677
316,188,672
317,188,621
318,188,564
319,188,630
320,188,682
321,188,671
322,188,612
323,188,559
324,188,622
325,188,661
326,188,698
327,188,701
328,188,720
329,188,769
330,188,776
331,188,785
332,188,749
333,188,708
334,188,671
335,188,645
336,188,637
337,188,599
338,188,590
339,188,618
340,188,674
341,188,686
342,188,711
343,188,725
344,188,728
345,188,691
346,188,660
347,188,658
348,188,650
349,188,604
350,188,557
351,188,569
352,188,586
353,188,590
354,188,597
355,188,606
356,188,585
357,188,573
358,188,579
359,188,586
360,188,599
361,188,581
362,188,571
363,188,581
364,188,601
365,188,617
366,188,627
367,188,620
368,188,618
369,188,610
370,188,613
371,188,630
372,188,658
373,188,699
374,188,704
375,188,720
376,188,752
377,188,764
378,188,798
379,188,777
380,188,726
381,188,694
382,188,675
383,188,636
384,188,607
385,188,676
386,188,732
387,188,672
388,188,671
389,188,693
390,188,745
391,188,785
392,188,776
393,188,692
394,188,683
395,188,735
396,188,676
397,188,760
398,188,883
399,188,953
400,188,993
401,188,1013
402,188,986
403,188,972
404,188,938
405,188,951
406,188,916
407,188,924
408,188,933
409,188,831
410,188,835
411,188,848
412,188,768
413,188,726
414,188,574
415,188,461
416,188,408
417,188,398
418,188,401
419,188,401
420,188,400
421,188,398
422,188,397
423,188,397
424,188,398
425,188,400
426,188,403
427,188,405
428,188,408
429,188,410
430,188,410
431,188,414
432,188,426
433,188,501
434,188,672
435,188,826
436,188,916
437,188,945
438,188,982
439,188,999
440,188,1100
441,188,1086
442,188,975
443,188,906
444,188,818
445,188,744
446,188,697
447,188,655
448,188,566
449,188,549
450,188,579
451,188,633
452,188,689
453,188,739
454,188,770
455,188,844
456,188,905
457,188,1014
458,188,1042
459,188,1008
460,188,950
461,188,871
462,188,848
463,188,852
464,188,805
465,188,876
466,188,929
467,188,1077
468,188,1158
469,188,1272
470,188,1365
471,188,1451
472,188,1465
473,188,1383
474,188,1466
475,188,1424
476,188,1302
477,188,1206
478,188,1240
479,188,1255
480,188,1206
481,188,1232
482,188,1352
483,188,1380
484,188,1393
485,188,1380
486,188,1398
487,188,1334
488,188,1234
489,188,1157
490,188,905
491,188,1051
492,188,1032
493,188,859
494,188,791
495,188,787
496,188,781
497,188,940
498,188,1254
1,189,275
2,189,262
3,189,267
4,189,275
5,189,264
6,189,241
7,189,248
8,189,270
9,189,275
10,189,274
11,189,269
12,189,266
13,189,242
14,189,266
15,189,285
16,189,286
17,189,304
18,189,329
19,189,345
20,189,391
21,189,362
22,189,364
23,189,298
24,189,316
25,189,318
26,189,335
27,189,424
28,189,438
29,189,440
30,189,429
31,189,425
32,189,437
33,189,463
34,189,437
35,189,405
36,189,395
37,189,413
38,189,411
39,189,384
40,189,330
41,189,315
42,189,386
43,189,390
44,189,382
45,189,360
46,189,286
47,189,298
48,189,303
49,189,293
50,189,331
51,189,321
52,189,330
53,189,336
54,189,294
55,189,295
56,189,318
57,189,297
58,189,320
59,189,335
60,189,338
61,189,377
62,189,404
63,189,406
64,189,431
65,189,432
66,189,447
67,189,460
68,189,465
69,189,465
70,189,454
71,189,410
72,189,420
73,189,455
74,189,387
75,189,341
76,189,338
77,189,455
78,189,434
79,189,387
80,189,368
81,189,375
82,189,430
83,189,486
84,189,452
85,189,458
86,189,481
87,189,377
88,189,412
89,189,459
90,189,514
91,189,585
92,189,588
93,189,585
94,189,604
95,189,592
96,189,585
97,189,589
98,189,601
99,189,591
100,189,563
101,189,557
102,189,574
103,189,595
104,189,602
105,189,575
106,189,553
107,189,514
108,189,434
109,189,434
110,189,455
111,189,486
112,189,506
113,189,475
114,189,504
115,189,505
116,189,507
117,189,498
118,189,495
119,189,486
120,189,481
121,189,513
122,189,521
123,189,512
124,189,533
125,189,559
126,189,660
127,189,646
128,189,679
129,189,702
130,189,706
131,189,699
132,189,696
133,189,676
134,189,673
135,189,635
136,189,631
137,189,558
138,189,575
139,189,587
140,189,545
141,189,535
142,189,535
143,189,529
144,189,533
145,189,529
146,189,519
147,189,565
148,189,588
149,189,654
150,189,715
151,189,667
152,189,701
153,189,690
154,189,646
155,189,606
156,189,566
157,189,547
158,189,529
159,189,513
160,189,530
161,189,494
162,189,441
163,189,448
164,189,375
165,189,343
166,189,350
167,189,355
168,189,420
169,189,420
170,189,379
171,189,375
172,189,374
173,189,433
174,189,409
175,189,490
176,189,560
177,189,628
178,189,634
179,189,619
180,189,593
181,189,591
182,189,557
183,189,465
184,189,491
185,189,508
186,189,480
187,189,504
188,189,440
189,189,407
190,189,465
191,189,518
192,189,470
193,189,465
194,189,433
195,189,505
196,189,581
197,189,579
198,189,485
199,189,439
200,189,522
201,189,599
202,189,603
203,189,489
204,189,467
205,189,530
206,189,600
207,189,597
208,189,574
209,189,539
210,189,540
211,189,581
212,189,600
213,189,620
214,189,583
215,189,679
216,189,708
217,189,619
218,189,620
219,189,774
220,189,793
221,189,637
222,189,624
223,189,677
224,189,720
225,189,677
226,189,673
227,189,671
228,189,612
229,189,643
230,189,650
231,189,570
232,189,534
233,189,490
234,189,465
235,189,474
236,189,492
237,189,464
238,189,427
239,189,387
240,189,357
241,189,346
242,189,414
243,189,483
244,189,459
245,189,426
246,189,400
247,189,395
248,189,398
249,189,399
250,189,400
251,189,394
252,189,369
253,189,398
254,189,408
255,189,410
256,189,415
257,189,427
258,189,485
259,189,597
260,189,613
261,189,548
262,189,419
263,189,403
264,189,400
265,189,402
266,189,415
267,189,494
268,189,509
269,189,526
270,189,559
271,189,569
272,189,555
273,189,498
274,189,471
275,189,443
276,189,434
277,189,435
278,189,440
279,189,445
280,189,446
281,189,442
282,189,448
283,189,463
284,189,485
285,189,479
286,189,456
287,189,433
288,189,423
289,189,423
290,189,432
291,189,446
292,189,460
293,189,473
294,189,480
295,189,475
296,189,459
297,189,453
298,189,453
299,189,488
300,189,514
301,189,525
302,189,520
303,189,534
304,189,522
305,189,512
306,189,503
307,189,544
308,189,604
309,189,648
310,189,676
311,189,668
312,189,613
313,189,567
314,189,611
315,189,655
316,189,617
317,189,548
318,189,571
319,189,590
320,189,537
321,189,550
322,189,605
323,189,553
324,189,576
325,189,598
326,189,626
327,189,620
328,189,610
329,189,621
330,189,699
331,189,779
332,189,745
333,189,738
334,189,696
335,189,602
336,189,601
337,189,611
338,189,582
339,189,581
340,189,584
341,189,635
342,189,618
343,189,641
344,189,666
345,189,634
346,189,610
347,189,598
348,189,595
349,189,549
350,189,558
351,189,570
352,189,576
353,189,583
354,189,597
355,189,633
356,189,634
357,189,579
358,189,539
359,189,548
360,189,547
361,189,535
362,189,571
363,189,606
364,189,617
365,189,609
366,189,608
367,189,610
368,189,606
369,189,596
370,189,596
371,189,607
372,189,634
373,189,668
374,189,699
375,189,733
376,189,801
377,189,804
378,189,792
379,189,865
380,189,844
381,189,771
382,189,720
383,189,697
384,189,627
385,189,573
386,189,688
387,189,738
388,189,663
389,189,651
390,189,654
391,189,661
392,189,674
393,189,614
394,189,637
395,189,746
396,189,764
397,189,756
398,189,794
399,189,857
400,189,930
401,189,975
402,189,1048
403,189,1004
404,189,929
405,189,844
406,189,815
407,189,842
408,189,868
409,189,796
410,189,811
411,189,870
412,189,915
413,189,854
414,189,732
415,189,663
416,189,590
417,189,479
418,189,409
419,189,399
420,189,396
421,189,397
422,189,397
423,189,398
424,189,399
425,189,401
426,189,403
427,189,404
428,189,405
429,189,405
430,189,406
431,189,408
432,189,416
433,189,493
434,189,617
435,189,668
436,189,691
437,189,711
438,189,739
439,189,789
440,189,866
441,189,985
442,189,1012
443,189,1049
444,189,1072
445,189,959
446,189,835
447,189,686
448,189,577
449,189,603
450,189,621
451,189,661
452,189,686
453,189,747
454,189,858
455,189,971
456,189,1021
457,189,1010
458,189,940
459,189,849
460,189,805
461,189,825
462,189,915
463,189,969
464,189,949
465,189,1017
466,189,1140
467,189,1310
468,189,1324
469,189,1263
470,189,1363
471,189,1500
472,189,1373
473,189,1258
474,189,1385
475,189,1479
476,189,1349
477,189,1202
478,189,1113
479,189,1171
480,189,1275
481,189,1383
482,189,1424
483,189,1400
484,189,1406
485,189,1327
486,189,1226
487,189,1164
488,189,1101
489,189,1036
490,189,905
491,189,844
492,189,926
493,189,922
494,189,808
495,189,784
496,189,815
497,189,877
498,189,1071
1,190,277
2,190,278
3,190,280
4,190,281
5,190,265
6,190,244
7,190,270
8,190,271
9,190,281
10,190,294
11,190,284
12,190,264
13,190,243
14,190,269
15,190,275
16,190,282
17,190,289
18,190,294
19,190,315
20,190,372
21,190,323
22,190,332
23,190,321
24,190,319
25,190,320
26,190,328
27,190,420
28,190,429
29,190,437
30,190,445
31,190,429
32,190,422
33,190,434
34,190,423
35,190,423
36,190,385
37,190,395
38,190,379
39,190,349
40,190,350
41,190,325
42,190,334
43,190,430
44,190,421
45,190,372
46,190,338
47,190,290
48,190,294
49,190,304
50,190,303
51,190,290
52,190,306
53,190,314
54,190,294
55,190,314
56,190,322
57,190,300
58,190,300
59,190,300
60,190,308
61,190,302
62,190,302
63,190,302
64,190,383
65,190,423
66,190,440
67,190,448
68,190,464
69,190,460
70,190,437
71,190,423
72,190,380
73,190,414
74,190,394
75,190,338
76,190,335
77,190,356
78,190,363
79,190,334
80,190,332
81,190,330
82,190,351
83,190,443
84,190,412
85,190,459
86,190,447
87,190,376
88,190,431
89,190,490
90,190,543
91,190,580
92,190,592
93,190,595
94,190,595
95,190,591
96,190,595
97,190,583
98,190,605
99,190,613
100,190,585
101,190,563
102,190,573
103,190,578
104,190,594
105,190,541
106,190,510
107,190,490
108,190,415
109,190,442
110,190,528
111,190,541
112,190,524
113,190,449
114,190,482
115,190,504
116,190,498
117,190,491
118,190,517
119,190,523
120,190,490
121,190,510
122,190,520
123,190,511
124,190,485
125,190,484
126,190,499
127,190,531
128,190,543
129,190,580
130,190,693
131,190,689
132,190,683
133,190,686
134,190,703
135,190,682
136,190,672
137,190,647
138,190,635
139,190,665
140,190,622
141,190,608
142,190,593
143,190,608
144,190,601
145,190,592
146,190,611
147,190,608
148,190,619
149,190,605
150,190,594
151,190,712
152,190,765
153,190,779
154,190,770
155,190,715
156,190,663
157,190,672
158,190,650
159,190,592
160,190,553
161,190,497
162,190,544
163,190,500
164,190,506
165,190,472
166,190,403
167,190,368
168,190,394
169,190,429
170,190,471
171,190,493
172,190,426
173,190,345
174,190,391
175,190,482
176,190,628
177,190,627
178,190,633
179,190,670
180,190,670
181,190,552
182,190,490
183,190,450
184,190,460
185,190,460
186,190,467
187,190,456
188,190,517
189,190,439
190,190,384
191,190,454
192,190,392
193,190,416
194,190,490
195,190,560
196,190,588
197,190,503
198,190,451
199,190,461
200,190,613
201,190,550
202,190,442
203,190,477
204,190,607
205,190,607
206,190,546
207,190,516
208,190,478
209,190,541
210,190,582
211,190,592
212,190,604
213,190,576
214,190,571
215,190,627
216,190,614
217,190,537
218,190,591
219,190,736
220,190,768
221,190,624
222,190,530
223,190,577
224,190,601
225,190,657
226,190,733
227,190,623
228,190,542
229,190,620
230,190,682
231,190,718
232,190,680
233,190,580
234,190,552
235,190,516
236,190,480
237,190,458
238,190,393
239,190,366
240,190,352
241,190,345
242,190,375
243,190,441
244,190,413
245,190,398
246,190,389
247,190,388
248,190,391
249,190,394
250,190,396
251,190,398
252,190,348
253,190,396
254,190,408
255,190,410
256,190,419
257,190,425
258,190,524
259,190,573
260,190,511
261,190,407
262,190,390
263,190,404
264,190,427
265,190,418
266,190,426
267,190,430
268,190,458
269,190,469
270,190,452
271,190,436
272,190,425
273,190,425
274,190,427
275,190,429
276,190,430
277,190,432
278,190,435
279,190,439
280,190,460
281,190,488
282,190,489
283,190,491
284,190,492
285,190,454
286,190,436
287,190,421
288,190,421
289,190,423
290,190,435
291,190,454
292,190,464
293,190,480
294,190,452
295,190,449
296,190,455
297,190,466
298,190,487
299,190,506
300,190,511
301,190,529
302,190,541
303,190,541
304,190,535
305,190,517
306,190,486
307,190,549
308,190,626
309,190,620
310,190,669
311,190,670
312,190,667
313,190,589
314,190,533
315,190,597
316,190,529
317,190,512
318,190,544
319,190,529
320,190,531
321,190,600
322,190,586
323,190,574
324,190,627
325,190,696
326,190,722
327,190,773
328,190,693
329,190,611
330,190,762
331,190,735
332,190,623
333,190,610
334,190,594
335,190,686
336,190,673
337,190,616
338,190,573
339,190,558
340,190,595
341,190,589
342,190,643
343,190,598
344,190,593
345,190,604
346,190,569
347,190,560
348,190,552
349,190,533
350,190,540
351,190,567
352,190,574
353,190,571
354,190,568
355,190,554
356,190,537
357,190,528
358,190,517
359,190,509
360,190,510
361,190,516
362,190,537
363,190,581
364,190,617
365,190,619
366,190,601
367,190,595
368,190,600
369,190,587
370,190,599
371,190,612
372,190,622
373,190,655
374,190,692
375,190,741
376,190,785
377,190,795
378,190,806
379,190,819
380,190,848
381,190,750
382,190,715
383,190,696
384,190,635
385,190,566
386,190,641
387,190,747
388,190,768
389,190,669
390,190,661
391,190,678
392,190,636
393,190,571
394,190,638
395,190,728
396,190,838
397,190,881
398,190,863
399,190,883
400,190,889
401,190,936
402,190,862
403,190,849
404,190,865
405,190,813
406,190,786
407,190,828
408,190,810
409,190,726
410,190,809
411,190,866
412,190,803
413,190,795
414,190,749
415,190,637
416,190,602
417,190,549
418,190,466
419,190,405
420,190,396
421,190,396
422,190,397
423,190,398
424,190,399
425,190,400
426,190,404
427,190,405
428,190,405
429,190,407
430,190,409
431,190,413
432,190,420
433,190,436
434,190,506
435,190,576
436,190,648
437,190,662
438,190,668
439,190,679
440,190,712
441,190,779
442,190,831
443,190,921
444,190,1079
445,190,950
446,190,852
447,190,680
448,190,547
449,190,573
450,190,625
451,190,666
452,190,680
453,190,660
454,190,679
455,190,745
456,190,805
457,190,798
458,190,745
459,190,954
460,190,1162
461,190,1098
462,190,1004
463,190,924
464,190,911
465,190,921
466,190,951
467,190,1008
468,190,1074
469,190,1092
470,190,1256
471,190,1341
472,190,1248
473,190,1185
474,190,1346
475,190,1410
476,190,1338
477,190,1189
478,190,1102
479,190,1291
480,190,1440
481,190,1569
482,190,1516
483,190,1527
484,190,1606
485,190,1541
486,190,1379
487,190,1246
488,190,1104
489,190,937
490,190,864
491,190,840
492,190,846
493,190,820
494,190,773
495,190,779
496,190,836
497,190,861
498,190,1101
1,191,256
2,191,264
3,191,253
4,191,268
5,191,266
6,191,256
7,191,286
8,191,289
9,191,275
10,191,285
11,191,290
12,191,255
13,191,240
14,191,254
15,191,265
16,191,245
17,191,263
18,191,285
19,191,278
20,191,296
21,191,304
22,191,300
23,191,320
24,191,294
25,191,320
26,191,336
27,191,425
28,191,418
29,191,427
30,191,421
31,191,415
32,191,415
33,191,393
34,191,389
35,191,410
36,191,398
37,191,360
38,191,336
39,191,344
40,191,410
41,191,369
42,191,357
43,191,365
44,191,374
45,191,367
46,191,340
47,191,333
48,191,416
49,191,358
50,191,311
51,191,327
52,191,292
53,191,292
54,191,307
55,191,355
56,191,353
57,191,323
58,191,305
59,191,324
60,191,331
61,191,309
62,191,303
63,191,302
64,191,302
65,191,317
66,191,404
67,191,417
68,191,442
69,191,452
70,191,440
71,191,402
72,191,358
73,191,392
74,191,391
75,191,362
76,191,339
77,191,335
78,191,334
79,191,336
80,191,357
81,191,338
82,191,328
83,191,380
84,191,380
85,191,392
86,191,377
87,191,389
88,191,410
89,191,427
90,191,485
91,191,547
92,191,566
93,191,580
94,191,578
95,191,581
96,191,599
97,191,572
98,191,582
99,191,600
100,191,570
101,191,550
102,191,537
103,191,540
104,191,570
105,191,553
106,191,502
107,191,443
108,191,399
109,191,460
110,191,498
111,191,523
112,191,520
113,191,443
114,191,450
115,191,488
116,191,491
117,191,474
118,191,461
119,191,449
120,191,441
121,191,451
122,191,463
123,191,463
124,191,463
125,191,464
126,191,473
127,191,524
128,191,507
129,191,522
130,191,586
131,191,615
132,191,695
133,191,713
134,191,693
135,191,716
136,191,748
137,191,727
138,191,700
139,191,729
140,191,729
141,191,708
142,191,709
143,191,637
144,191,602
145,191,546
146,191,533
147,191,549
148,191,519
149,191,498
150,191,500
151,191,505
152,191,564
153,191,600
154,191,567
155,191,679
156,191,713
157,191,755
158,191,779
159,191,716
160,191,672
161,191,696
162,191,669
163,191,610
164,191,569
165,191,532
166,191,478
167,191,444
168,191,481
169,191,578
170,191,621
171,191,559
172,191,485
173,191,409
174,191,335
175,191,399
176,191,586
177,191,654
178,191,624
179,191,655
180,191,706
181,191,581
182,191,509
183,191,508
184,191,461
185,191,429
186,191,470
187,191,469
188,191,420
189,191,401
190,191,366
191,191,373
192,191,430
193,191,499
194,191,519
195,191,545
196,191,531
197,191,536
198,191,405
199,191,446
200,191,519
201,191,413
202,191,454
203,191,548
204,191,503
205,191,458
206,191,454
207,191,458
208,191,577
209,191,607
210,191,622
211,191,612
212,191,556
213,191,575
214,191,608
215,191,609
216,191,605
217,191,517
218,191,613
219,191,635
220,191,563
221,191,515
222,191,476
223,191,542
224,191,615
225,191,742
226,191,692
227,191,583
228,191,511
229,191,551
230,191,634
231,191,617
232,191,597
233,191,664
234,191,622
235,191,677
236,191,635
237,191,514
238,191,420
239,191,375
240,191,353
241,191,343
242,191,384
243,191,414
244,191,422
245,191,407
246,191,398
247,191,385
248,191,394
249,191,398
250,191,394
251,191,372
252,191,349
253,191,387
254,191,401
255,191,421
256,191,421
257,191,444
258,191,474
259,191,405
260,191,386
261,191,384
262,191,404
263,191,409
264,191,463
265,191,521
266,191,448
267,191,428
268,191,428
269,191,422
270,191,417
271,191,418
272,191,420
273,191,424
274,191,426
275,191,431
276,191,435
277,191,446
278,191,471
279,191,489
280,191,500
281,191,498
282,191,460
283,191,466
284,191,449
285,191,436
286,191,421
287,191,420
288,191,423
289,191,429
290,191,432
291,191,437
292,191,441
293,191,450
294,191,460
295,191,469
296,191,514
297,191,512
298,191,507
299,191,526
300,191,547
301,191,559
302,191,572
303,191,571
304,191,568
305,191,557
306,191,503
307,191,522
308,191,607
309,191,559
310,191,585
311,191,631
312,191,626
313,191,602
314,191,516
315,191,500
316,191,503
317,191,535
318,191,612
319,191,651
320,191,678
321,191,624
322,191,691
323,191,711
324,191,740
325,191,706
326,191,745
327,191,791
328,191,676
329,191,601
330,191,656
331,191,616
332,191,597
333,191,622
334,191,582
335,191,578
336,191,580
337,191,583
338,191,578
339,191,559
340,191,556
341,191,611
342,191,654
343,191,616
344,191,590
345,191,586
346,191,570
347,191,565
348,191,546
349,191,514
350,191,509
351,191,511
352,191,519
353,191,528
354,191,524
355,191,514
356,191,501
357,191,492
358,191,489
359,191,489
360,191,492
361,191,494
362,191,490
363,191,493
364,191,522
365,191,560
366,191,584
367,191,552
368,191,579
369,191,614
370,191,622
371,191,610
372,191,601
373,191,616
374,191,660
375,191,733
376,191,776
377,191,788
378,191,829
379,191,871
380,191,846
381,191,810
382,191,754
383,191,675
384,191,613
385,191,562
386,191,603
387,191,671
388,191,692
389,191,665
390,191,602
391,191,657
392,191,627
393,191,581
394,191,536
395,191,593
396,191,623
397,191,649
398,191,687
399,191,717
400,191,780
401,191,840
402,191,903
403,191,852
404,191,784
405,191,725
406,191,703
407,191,686
408,191,706
409,191,666
410,191,712
411,191,679
412,191,643
413,191,606
414,191,592
415,191,512
416,191,431
417,191,406
418,191,402
419,191,402
420,191,401
421,191,402
422,191,401
423,191,400
424,191,402
425,191,403
426,191,403
427,191,404
428,191,406
429,191,407
430,191,411
431,191,413
432,191,418
433,191,440
434,191,546
435,191,644
436,191,754
437,191,819
438,191,848
439,191,762
440,191,694
441,191,718
442,191,715
443,191,753
444,191,813
445,191,788
446,191,680
447,191,600
448,191,550
449,191,599
450,191,651
451,191,685
452,191,730
453,191,752
454,191,744
455,191,700
456,191,697
457,191,728
458,191,798
459,191,858
460,191,925
461,191,961
462,191,903
463,191,1038
464,191,1145
465,191,1104
466,191,1039
467,191,1032
468,191,989
469,191,966
470,191,983
471,191,1011
472,191,1077
473,191,1100
474,191,1253
475,191,1256
476,191,1153
477,191,1069
478,191,1149
479,191,1441
